tier,,start,stop,duration,input_code,id
Caregiver nonlinguistic,,477.38,478.62,1.24,hold out/give,319_18m_socpop_JR.eaf
Caregiver nonlinguistic,,498.72,499.76,1.04,hold out/give,319_18m_socpop_JR.eaf
Caregiver nonlinguistic,,508.48,510.08,1.6,hold out/give,319_18m_socpop_JR.eaf
Caregiver nonlinguistic,,516.52,517.88,1.36,hold out/give,319_18m_socpop_JR.eaf
Caregiver nonlinguistic,,527.72,529.48,1.76,hold out/give,319_18m_socpop_JR.eaf
Caregiver nonlinguistic,,539.56,540.48,0.92,hold out/give,319_18m_socpop_JR.eaf
Caregiver nonlinguistic,,573.52,583.24,9.72,hold out/give,319_18m_socpop_JR.eaf
Caregiver nonlinguistic,,612.926,614.58,1.654,hold out/give,319_18m_socpop_JR.eaf
Caregiver nonlinguistic,,626.44,628.139,1.699,hold out/give,319_18m_socpop_JR.eaf
Caregiver linguistic,,465.143,465.648,0.505,label - object present,319_18m_socpop_JR.eaf
Caregiver linguistic,,488.783,489.611,0.828,label - object present,319_18m_socpop_JR.eaf
Caregiver linguistic,,492.202,492.572,0.37,label - object present,319_18m_socpop_JR.eaf
Caregiver linguistic,,566.4,566.824,0.424,label - object present,319_18m_socpop_JR.eaf
Caregiver linguistic,,573.751,574.156,0.405,label - object present,319_18m_socpop_JR.eaf
Caregiver linguistic,,583.573,584.066,0.493,label - object present,319_18m_socpop_JR.eaf
Caregiver linguistic,,603.908,604.377,0.469,label - object present,319_18m_socpop_JR.eaf
Child nonlinguistic,,136.839,138.146,1.307,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,10.273,12.12,1.847,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,13.553,15.28,1.727,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,18.533,19.2,0.667,extended index finger,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,21.953,24.14,2.187,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,25.31,32.15,6.84,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,37.04,39.48,2.44,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,40.46,45.673,5.213,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,47.596,49.45,1.854,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,56.903,60.596,3.693,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,74.9,75.833,0.933,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,84.46,86.366,1.906,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,90.434,92.72,2.286,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,105.193,106.493,1.3,extended index finger,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,110.85,116.21,5.36,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,121.592,122.186,0.594,extended index finger,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,124.076,125.096,1.02,extended index finger,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,127.796,128.696,0.9,extended index finger,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,141.22,142.72,1.5,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,167.883,168.59,0.707,descriptive or iconic gesture,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,173.38,175.28,1.9,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,178.293,179.88,1.587,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,180.73,181.21,0.48,touching w/ open hand,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,199.547,200.127,0.58,extended index finger,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,203.166,208.48,5.314,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,226.971,229.663,2.692,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,229.712,230.332,0.62,extended index finger,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,250.28,255.08,4.8,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,284.414,286.554,2.14,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,307.3,311.36,4.06,hold out/give,69_18m_socpop_JR.eaf
Caregiver nonlinguistic,,315.551,318.62,3.069,hold out/give,69_18m_socpop_JR.eaf
Child nonlinguistic,,82.733,84.4,1.667,extended index finger,84_18m_socpop_JR.eaf
Child nonlinguistic,,229.533,230.4,0.867,hold out/give,84_18m_socpop_JR.eaf
Child nonlinguistic,,231.616,233.516,1.9,hold out/give,84_18m_socpop_JR.eaf
Caregiver nonlinguistic,,15.4,18.833,3.433,hold out/give,84_18m_socpop_JR.eaf
Caregiver nonlinguistic,,27.467,38.5,11.033,hold out/give,84_18m_socpop_JR.eaf
Caregiver nonlinguistic,,39.866,40.899,1.033,hold out/give,84_18m_socpop_JR.eaf
Caregiver nonlinguistic,,56.467,61.4,4.933,hold out/give,84_18m_socpop_JR.eaf
Caregiver nonlinguistic,,94.467,99.7,5.233,hold out/give,84_18m_socpop_JR.eaf
Caregiver nonlinguistic,,129.7,131.6,1.9,hold out/give,84_18m_socpop_JR.eaf
Caregiver nonlinguistic,,159.334,173.866,14.532,hold out/give,84_18m_socpop_JR.eaf
Caregiver nonlinguistic,,177.967,182.2,4.233,hold out/give,84_18m_socpop_JR.eaf
Caregiver nonlinguistic,,250.767,251.2,0.433,extended index finger,84_18m_socpop_JR.eaf
Caregiver nonlinguistic,,263.6,265.9,2.3,hold out/give,84_18m_socpop_JR.eaf
Caregiver nonlinguistic,,272.967,276.4,3.433,extended index finger,84_18m_socpop_JR.eaf
Caregiver nonlinguistic,,288.817,289.15,0.333,touching w/ open hand,84_18m_socpop_JR.eaf
Caregiver nonlinguistic,,329.667,333.333,3.666,hold out/give,84_18m_socpop_JR.eaf
Child nonlinguistic,,313.19,313.97,0.78,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,33.268,34.5,1.232,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,58.277,62.9,4.623,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,68.416,74.08,5.664,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,76.7,81.58,4.88,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,84.185,86.81,2.625,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,96.464,99.916,3.452,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,114.22,117.96,3.74,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,120.734,122.77,2.036,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,124.2,133.72,9.52,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,146.9,151.16,4.26,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,159.23,164.43,5.2,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,190.31,191.19,0.88,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,218.07,220.13,2.06,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,222.86,226.54,3.68,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,234.42,239.12,4.7,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,256.86,260.3,3.44,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,277.68,280.3,2.62,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,292.81,300.246,7.436,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,316.4,317.916,1.516,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,328.54,329.98,1.44,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,359.607,361.62,2.013,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,365.57,367.13,1.56,hold out/give,87_18m_socpop_JR.eaf
Caregiver nonlinguistic,,19.324,19.954,0.63,extended index finger,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,21.994,22.946,0.952,extended index finger,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,86.233,104.625,18.392,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,116.843,118.211,1.368,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,119.539,122.883,3.344,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,123.003,123.459,0.456,extended index finger,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,130.732,131.719,0.987,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,133.821,138.001,4.18,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,138.99,141.498,2.508,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,159.008,163.112,4.104,descriptive or iconic gesture,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,165.856,167.224,1.368,extended index finger,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,167.486,168.626,1.14,extended index finger,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,177.519,180.103,2.584,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,191.473,193.601,2.128,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,201.296,202.968,1.672,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,203.359,214.759,11.4,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,216.966,218.41,1.444,extended index finger,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,218.748,219.736,0.988,extended index finger,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,251.438,253.718,2.28,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,254.195,255.563,1.368,extended index finger,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,262.623,268.095,5.472,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,278.959,280.251,1.292,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,295.626,298.058,2.432,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,298.178,298.634,0.456,extended index finger,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,338.289,341.025,2.736,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,344.446,345.434,0.988,extended index finger,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,367.679,368.743,1.064,extended index finger,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,372.299,372.907,0.608,extended index finger,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,375.316,377.14,1.824,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,377.216,378.204,0.988,extended index finger,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,379.056,381.792,2.736,hold out/give,182_18m_socpop_MB.eaf
Caregiver nonlinguistic,,438.732,440.932,2.2,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,461.475,463.955,2.48,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,472.079,473.679,1.6,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,477.759,480.079,2.32,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,499.433,501.873,2.44,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,506.081,508.561,2.48,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,520.026,521.946,1.92,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,537.033,538.473,1.44,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,563.944,566.024,2.08,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,574.755,578.315,3.56,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,582.196,587.916,5.72,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,589.33,600.73,11.4,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,605.052,608.812,3.76,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,614.322,622.762,8.44,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,637.011,641.891,4.88,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,642.85,649.09,6.24,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,652.96,654.16,1.2,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,686.135,688.255,2.12,descriptive or iconic gesture,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,708.456,712.576,4.12,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,714.843,720.483,5.64,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,726.088,728.688,2.6,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,748.67,750.91,2.24,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,755.375,758.055,2.68,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,775.589,778.829,3.24,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,793.16,794.92,1.76,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,822.688,824.848,2.16,hold out/give,230_18m_socpop_MB.eaf
Caregiver nonlinguistic,,401.734,403.096,1.362,hold out/give,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,405.898,406.618,0.72,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,428.648,429.903,1.255,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,432.605,433.645,1.04,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,452.026,452.866,0.84,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,471.678,472.518,0.84,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,475.189,479.939,4.75,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,480.24,483.546,3.306,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,493.207,494.993,1.786,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,506.977,507.585,0.608,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,517.326,518.048,0.722,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,523.007,525.781,2.774,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,531.211,532.237,1.026,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,553.019,553.703,0.684,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,570.572,572.662,2.09,hold out/give,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,587.555,591.108,3.553,hold out/give,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,591.298,591.944,0.646,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,592.856,593.616,0.76,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,605.137,610.401,5.264,descriptive or iconic gesture,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,610.515,614.733,4.218,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,614.878,622.527,7.649,descriptive or iconic gesture,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,627.046,628.49,1.444,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,629.342,630.672,1.33,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,634.591,636.453,1.862,descriptive or iconic gesture,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,646.92,647.376,0.456,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,650.396,651.156,0.76,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,662.362,666.694,4.332,hold out/give,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,668.52,671.37,2.85,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,697.811,698.647,0.836,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,702.795,709.939,7.144,extended index finger,283_18m_socpop_MB.eaf
Caregiver nonlinguistic,,712.545,716.687,4.142,hold out/give,283_18m_socpop_MB.eaf
Child nonlinguistic,,412.187,413.387,1.2,hold out/give,315_18m_socpop_MB.eaf
Child nonlinguistic,,415.707,418.507,2.8,hold out/give,315_18m_socpop_MB.eaf
Child nonlinguistic,,507.361,509.561,2.2,hold out/give,315_18m_socpop_MB.eaf
Child nonlinguistic,,533.848,536.248,2.4,hold out/give,315_18m_socpop_MB.eaf
Child nonlinguistic,,539.244,541.244,2,hold out/give,315_18m_socpop_MB.eaf
Child nonlinguistic,,608.089,614.289,6.2,hold out/give,315_18m_socpop_MB.eaf
Caregiver nonlinguistic,,479.811,481.024,1.213,extended index finger,315_18m_socpop_MB.eaf
Caregiver nonlinguistic,,489.842,490.242,0.4,,315_18m_socpop_MB.eaf
Caregiver nonlinguistic,,512.638,514.832,2.194,hold out/give,315_18m_socpop_MB.eaf
Caregiver nonlinguistic,,522.253,524.849,2.596,hold out/give,315_18m_socpop_MB.eaf
Caregiver nonlinguistic,,566.945,568.945,2,hold out/give,315_18m_socpop_MB.eaf
Caregiver nonlinguistic,,673.545,675.545,2,hold out/give,315_18m_socpop_MB.eaf
Caregiver nonlinguistic,,688.81,690.81,2,hold out/give,315_18m_socpop_MB.eaf
Caregiver nonlinguistic,,694.632,698.032,3.4,hold out/give,315_18m_socpop_MB.eaf
Caregiver nonlinguistic,,710.332,711.132,0.8,hold out/give,315_18m_socpop_MB.eaf
Caregiver nonlinguistic,,722.291,724.891,2.6,hold out/give,315_18m_socpop_MB.eaf
Child nonlinguistic,,137.453,139.933,2.48,hold out/give,308_18m_socpop_JR.eaf
Child nonlinguistic,,311.669,314.043,2.374,extended index finger,308_18m_socpop_JR.eaf
Child nonlinguistic,,315.346,319.093,3.747,extended index finger,308_18m_socpop_JR.eaf
Caregiver nonlinguistic,,80.9,82.766,1.866,hold out/give,308_18m_socpop_JR.eaf
Caregiver nonlinguistic,,85.797,88.696,2.899,hold out/give,308_18m_socpop_JR.eaf
Caregiver nonlinguistic,,89.16,91.02,1.86,hold out/give,308_18m_socpop_JR.eaf
Caregiver nonlinguistic,,94.113,96.426,2.313,hold out/give,308_18m_socpop_JR.eaf
Caregiver nonlinguistic,,120.176,121.09,0.914,extended index finger,308_18m_socpop_JR.eaf
Caregiver nonlinguistic,,129.943,131.21,1.267,extended index finger,308_18m_socpop_JR.eaf
Caregiver nonlinguistic,,131.3,136.373,5.073,hold out/give,308_18m_socpop_JR.eaf
Caregiver nonlinguistic,,145.327,151.5,6.173,hold out/give,308_18m_socpop_JR.eaf
Caregiver nonlinguistic,,168.17,172.77,4.6,hold out/give,308_18m_socpop_JR.eaf
Caregiver nonlinguistic,,184.916,187.27,2.354,hold out/give,308_18m_socpop_JR.eaf
Caregiver nonlinguistic,,196.261,201.78,5.519,hold out/give,308_18m_socpop_JR.eaf
Caregiver nonlinguistic,,257.583,265.13,7.547,hold out/give,308_18m_socpop_JR.eaf
Caregiver nonlinguistic,,275.086,277.026,1.94,hold out/give,308_18m_socpop_JR.eaf
Caregiver nonlinguistic,,297.996,299.489,1.493,extended index finger,308_18m_socpop_JR.eaf
Caregiver nonlinguistic,,312.953,313.433,0.48,extended index finger,308_18m_socpop_JR.eaf
Caregiver linguistic,,17.983,18.786,0.803,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,49.386,50.045,0.659,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,72.853,73.586,0.733,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,81.493,82.093,0.6,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,87.258,87.886,0.628,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,90.193,90.786,0.593,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,95.473,96.233,0.76,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,120.564,121.278,0.714,english,308_18m_socpop_JR.eaf
Caregiver linguistic,,131.906,132.498,0.592,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,137.12,138.066,0.946,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,169.218,169.844,0.626,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,173.433,174.386,0.953,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,185.109,185.569,0.46,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,197.558,198.112,0.554,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,243.019,243.399,0.38,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,257.828,258.502,0.674,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,259.117,259.511,0.394,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,260.461,261.348,0.887,label - object imaginary,308_18m_socpop_JR.eaf
Caregiver linguistic,,291.642,292.235,0.593,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,293.638,294.084,0.446,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,295.708,296.568,0.86,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,299.197,299.785,0.588,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,300.648,301.215,0.567,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,304.51,304.897,0.387,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,305.144,305.764,0.62,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,306.321,306.881,0.56,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,308.108,308.801,0.693,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,310.581,311.207,0.626,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,313.274,313.934,0.66,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,316.011,316.631,0.62,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,336.152,336.793,0.641,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,337.128,337.742,0.614,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,338.956,339.523,0.567,label - object present,308_18m_socpop_JR.eaf
Caregiver linguistic,,348.723,349.445,0.722,label - object present,308_18m_socpop_JR.eaf
Caregiver nonlinguistic,,26.22,29.186,2.966,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,37.65,40.67,3.02,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,54.693,58.119,3.426,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,60.59,67.636,7.046,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,67.64,68.126,0.486,touching w/ open hand,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,93.077,96.55,3.473,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,98.943,103.21,4.267,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,115.566,119.119,3.553,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,122.413,125.2,2.787,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,126.319,128.779,2.46,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,128.995,129.969,0.974,extended index finger,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,137.899,141.812,3.913,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,144.708,148.054,3.346,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,150.885,152.678,1.793,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,153.291,155.738,2.447,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,169.121,172.081,2.96,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,177.078,180.485,3.407,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,183.515,197.675,14.16,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,206.694,207.028,0.334,extended index finger,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,208.227,213.534,5.307,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,215.518,218.937,3.419,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,235.334,237.501,2.167,extended index finger,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,239.321,239.941,0.62,extended index finger,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,242.997,244.257,1.26,extended index finger,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,244.561,248.141,3.58,extended index finger,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,249.104,250.591,1.487,extended index finger,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,263.938,271.051,7.113,extended index finger,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,276.667,277.214,0.547,extended index finger,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,277.627,279.394,1.767,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,302.154,305.414,3.26,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,307.247,311.374,4.127,extended index finger,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,330.747,332.739,1.992,hold out/give,309_18m_socpop_JR.eaf
Caregiver nonlinguistic,,343.06,345.413,2.353,hold out/give,309_18m_socpop_JR.eaf
Caregiver linguistic,,24.522,26.102,1.58,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,28.289,29.529,1.24,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,37.712,38.072,0.36,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,38.183,38.793,0.61,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,39.786,41.82,2.034,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,64.312,66.215,1.903,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,67.549,68.276,0.727,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,70.45,70.918,0.468,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,93.649,94.185,0.536,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,95.043,96.471,1.428,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,97.358,98.582,1.224,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,102.237,102.647,0.41,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,105.892,106.665,0.773,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,106.675,107.752,1.077,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,109.628,110.092,0.464,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,115.207,116.04,0.833,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,117.602,119.082,1.48,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,122.821,123.342,0.521,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,123.968,124.609,0.641,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,129.858,130.925,1.067,label - object present,309_18m_socpop_JR.eaf
Caregiver linguistic,,133.914,134.795,0.881,label - object present,309_18m_socpop_JR.eaf
